org_name,org_website,org_type,source_link,source_type,access_status,opportunity_types_offered,geographic_focus,mediums_supported,estimated_opp_count,priority,notes,date_extracted
Ma Umi Residencies,https://www.maumiresidencies.org,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/maumi_residencies/,2026-01-19 00:00:00
NOHGA HOTEL KIYOMIZU KYOTO,https://nohgahotel.com/kiyomizu/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/nohgahotel_kiyomizu/,2026-01-19 00:00:00
ZEN AIR – Artist In Residence EIHEIJI,https://zen-air.org/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/zen_air/,2026-01-19 00:00:00
Cross Play Higashimatsuyama,https://bench-p.com/projects/crossplay-higashimatsuyama/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/crossplay_higashimatsuyama/,2026-01-19 00:00:00
Artist in Residence KOBE,https://airk.haaymm.org/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/airk/,2026-01-19 00:00:00
HUB Lab. AIR,https://www.arigatou-farm.com/hublab-air/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/hublab_air/,2026-01-19 00:00:00
The Tobichi Museum,https://www.kac.or.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/thetobichimuseum/,2026-01-19 00:00:00
SPACE DEPARTMENT,https://www.spacedepartment-nara.com,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/space_department/,2026-01-19 00:00:00
Villa Kujoyama,https://www.villakujoyama.jp/ja/contact-ja/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/villakujoyama/,2026-01-19 00:00:00
CreativePowerGarage101,https://creativepowergarage.amebaownd.com,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/creativepowergarage101/,2026-01-19 00:00:00
Kyoto Writers Residency,https://kyotowriters.org/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/kyotowritersresidency/,2026-01-19 00:00:00
Echangeur 22,https://www.echangeur22.com/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/echangeur-22/,2026-01-19 00:00:00
Monokatari,https://mono-katari.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/monokatari/,2026-01-19 00:00:00
Seto International Ceramic & Glass Art Exchange Program,http://www.seto-cul.jp/scga/e/program_e.html,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/seto_international_ceramic_glass_artexchange/,2026-01-19 00:00:00
Assembridge NAGOYA,http://assembridge.nagoya,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/assembridge_nagoya/,2026-01-19 00:00:00
Hiroshima Artist-in-Residence (H-AIR),https://animation.hiroshimafest.org,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/h-air/,2026-01-19 00:00:00
Super Studio Kitakagaya （SSK）,https://ssk-chishima.info/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/superstudiokitakagaya/,2026-01-19 00:00:00
Shiro Oni Studio,"https://shirooni.com/<br />
",Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/shirooni_studio/,2026-01-19 00:00:00
Akita City Cultural Creation Center,https://akitacc.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/akitacity_culturalcreation_center/,2026-01-19 00:00:00
iki base  artist in residence,https://east-bd.dg-1.jp/ikibase,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/iki-base-artist-in-residence/,2026-01-19 00:00:00
Oishida AIR,https://taisotechnique.wixsite.com/website,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/oishidaair/,2026-01-19 00:00:00
Extreme Cold Art Festival eastern HokkaidoAIR,http://acaf.teshikaga.asia,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/extremecoldartfestival/,2026-01-19 00:00:00
Ego Building,https://egobuilding.jimdosite.com/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/egobuilding/,2026-01-19 00:00:00
Togatta Residence 044 (Maruyoshi),https://www.tr044.org/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/togatta_residence_044/,2026-01-19 00:00:00
Goethe-Institut Villa Kamogawa,https://www.goethe.de/villa-kamogawa,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/goethe-institut-villa-kamogawa/,2026-01-19 00:00:00
"Project to Support Emerging Media Arts Creators, Program for Next Cultural Producer Incubating Project",https://www.kac.or.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/vipo_mediaart_creator/,2026-01-19 00:00:00
ONVO STUDIO INAMACHI,http://onvo.jp/inamachi,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/onvo-studio-inamachi/,2026-01-19 00:00:00
Tsu City Hisai Ars Plaza,https://www.tsuhisai-ars.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/hisai_arsplaza/,2026-01-19 00:00:00
takenoma tenjishitsu: Tür aus Holz takenomaru,http://favoris.co.jp/takenoma/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/takenoma/,2026-01-19 00:00:00
Karuizawa Mokuhanga School,https://www.kac.or.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/karuizawa-mokuhanga-school/,2026-01-19 00:00:00
Mashiko Museum Residency Program,http://mashiko-museum.jp/en/index.html,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/mashiko-museum-residency-program/,2026-01-19 00:00:00
Kyoto: Re-Search,http://kyoto-research.com/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/kyoto-re-search-en/,2026-01-19 00:00:00
Open Art Laboratory HAISEN,https://haisen8100.tumblr.com/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/open-art-laboratory-haisen/,2026-01-19 00:00:00
KAGANHOTEL,https://kaganhotel.com/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/kaganhotel/,2026-01-19 00:00:00
SAIKONEON,https://saikoneon.com/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/saikoneon/,2026-01-19 00:00:00
"Aomori Contemporary Art Centre, Aomori Public University",https://acac-aomori.jp/inquiry/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-04/,2026-01-19 00:00:00
Fujisawa City Art Space (FAS),https://www.city.fujisawa.kanagawa.jp/bunka/FAS/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-57/,2026-01-19 00:00:00
Azumaza Artist In Residence,https://www.artens.org/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-56/,2026-01-19 00:00:00
Niigata City Center for Creative Arts and International Youth Exchange (YUI-PORT),https://www.yui-port.com/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-54/,2026-01-19 00:00:00
ARTS ITOYA,https://artsitoya.com/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-52/,2026-01-19 00:00:00
Artist in Residence: Studio Kura,https://studiokura.info/en,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-50/,2026-01-19 00:00:00
Travel Front,http://konya2023.travelers-project.info/konya2023/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-49/,2026-01-19 00:00:00
Fukuoka Asian Art Museum  Artist in Residence Program,https://faam.city.fukuoka.lg.jp/en/residence/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-48/,2026-01-19 00:00:00
"The Museum of Art, Kochi",https://moak.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-45/,2026-01-19 00:00:00
Takamatsu Artist In Residence,http://www.city.takamatsu.kagawa.jp/kurashi/shinotorikumi/soshikihyo/bunka.html,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-44/,2026-01-19 00:00:00
Kamiyama Artist in Residence,https://www.in-kamiyama.jp/en/art,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-43/,2026-01-19 00:00:00
Akiyoshidai International Art Village,https://aiav.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-42/,2026-01-19 00:00:00
"ARKO（Artist in Residence Kurashiki, Ohara）",https://www.ohara.or.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-41/,2026-01-19 00:00:00
Asuka Art Village,https://www.kac.or.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-40/,2026-01-19 00:00:00
Kinosaki International Arts Center,http://kiac.en/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-39/,2026-01-19 00:00:00
Awaji Art Circus,https://www.kac.or.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-38/,2026-01-19 00:00:00
DANCE BOX,https://db-dancebox.org/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-37/,2026-01-19 00:00:00
Travel & Art Okubo studio,https://studiotravelandart.wixsite.com/nagano,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-28/,2026-01-19 00:00:00
Koganecho Artist-in-Residence Program,http://www.koganecho.net/air/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-20/,2026-01-19 00:00:00
Echigo Tsumari Art Triennale “Australia House”,http://www.echigo-tsumari.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-21/,2026-01-19 00:00:00
"Kanazawa Yuwaku Sousaku no Mori
Center for Crafts and Coulture",https://www.sousaku-mori.gr.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-22/,2026-01-19 00:00:00
Kapo Creator in Residence,http://kapolog.com,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-23/,2026-01-19 00:00:00
"21st Century Museum of Contemporary Art, Kanazawa",https://www.kanazawa21.jp,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-24/,2026-01-19 00:00:00
Artist In Residence Yamanashi [AIRY],http://www.air-y.net,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-25/,2026-01-19 00:00:00
MI-LAB Artist-in-Residence,http://www.endeavor.or.jp/mi-lab,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-26/,2026-01-19 00:00:00
SEIUNKAN Art in Residence (SAIR),"http://seiunkan.com/seiunkan-air/<br />
<a href=",Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-27/,2026-01-19 00:00:00
BankART1929,http://www.bankart1929.com/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-19/,2026-01-19 00:00:00
Shinano-Omachi Artist in Residence,https://shinano-omachi.jp/asahi-air/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-29/,2026-01-19 00:00:00
GIDS (Gifu Indie Design Sessions),http://gids.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-30/,2026-01-19 00:00:00
Kamoe Art Center Hamamatsu,http://www.kamoeartcenter.org/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-31/,2026-01-19 00:00:00
Aichi University of the Arts Artist in Residence,https://www.aichi-fam-u.ac.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-32/,2026-01-19 00:00:00
Life Experience Residence YUGAKU-Tei,https://www.kac.or.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-33/,2026-01-19 00:00:00
The Shigaraki Ceramic Cultural Park,"https://www.sccp.jp/<br />
<a href=",Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-34/,2026-01-19 00:00:00
Kyoto Art Center,https://www.kac.or.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-35/,2026-01-19 00:00:00
FAIR: Fuwari no Mori International Artist in Residence,http://www.fuwarinomoriart.jp,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-11/,2026-01-19 00:00:00
S-AIR Exchange Programme,http://www.s-air.org,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-01/,2026-01-19 00:00:00
Sapporo Tenjinyama Art Studio Artists in Residence,https://tenjinyamastudio.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-02/,2026-01-19 00:00:00
Hachinohe Portal Museum　hacchi,https://hacchi.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-05/,2026-01-19 00:00:00
MORIUMIUS,http://moriumius.jp/en,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-06/,2026-01-19 00:00:00
ARCUS Project,http://www.arcus-project.com/en/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-07/,2026-01-19 00:00:00
Iwase Rock Museum,https://www.masaji-asaga.com,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-08/,2026-01-19 00:00:00
Art Biotop Nasu,https://www.artbiotop.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-09/,2026-01-19 00:00:00
PARADISE AIR,http://paradiseair.info/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-10/,2026-01-19 00:00:00
AIR 3331,https://residence.3331.jp/en/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-12/,2026-01-19 00:00:00
SAISON Artist in Residence,http://www.saison.or.jp,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-13/,2026-01-19 00:00:00
AIT Residency,http://www.a-i-t.net/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-14/,2026-01-19 00:00:00
Tokyo Arts and Space Residency (TOKAS Residency),https://www.tokyoartsandspace.jp/en/inquiry/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-15/,2026-01-19 00:00:00
Youkobo AIR Program,http://www.youkobo.co.jp/,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-16/,2026-01-19 00:00:00
Art Studio Itsukaichi Artist in Residence Program,https://www.city.akiruno.tokyo.jp/0000014741.html,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-18/,2026-01-19 00:00:00
Ongoing AIR,http://www.ongoing.jp/ja/artcenter/residence/index.php,Residency program,https://air-j.info/en/residence/,A,open,residencies,Japan,Not specified,unknown,,listing_url=https://air-j.info/en/residence/rd-17/,2026-01-19 00:00:00
"Kunsthal Gent Gent, Belgium",http://kunsthal.gent/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Belgium,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/belgium/; summary=Kunsthal Gent is an experimental intersection for the presentation and development of contemporary art, located in a monumental fourteenth-century Carmelite monastery in the centre of Ghent since 2018",2026-01-19 00:00:00
"Wiels Brussels, Belgium",https://www.wiels.org/en/residency-programme,Residency program,https://air-j.info/en/eu/,A,open,residencies,Belgium,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/belgium/; summary=Wiels is an international laboratory for the creation and the diffusion of contemporary art, and a space for innovative ideas and creative experiences. Up to 20 artists participate in the residency pr",2026-01-19 00:00:00
"L’Alba Charleroi (Walloon Region), Belgium",https://alba-charleroi.org/en/lalba,Residency program,https://air-j.info/en/eu/,A,open,residencies,Belgium,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/belgium/; summary=L'alba (Latin 'the dawn'), signifying the ""House of Shared Talents"", is an artist residence founded by Melanie de Biasio. The house aims to be a place of encounters, simplicity, and exchanges, a playg",2026-01-19 00:00:00
"Designregio Kortrijk コルトレイク, Belgium",https://designersinresidencekortrijk.be/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Belgium,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/belgium/; summary=Designregio Kortrijk wants to bring talent together in a creative design region to imagine, design and make a better future. Designers in Residence Kortrijk has been organized since 2014 by Designregi",2026-01-19 00:00:00
"Frans Masereel Centrum Kasterlee, Belgium",https://fransmasereelcentrum.be/en/residencies/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Belgium,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/belgium/; summary=The Frans Masereel Centrum is a center for contemporary art, combining an artist-oriented exhibition and production schedule with an international residency program for artists and critics, often with",2026-01-19 00:00:00
"World of Co Artist Residency Program Sofia, Bulgaria",http://worldof.co,Residency program,https://air-j.info/en/eu/,A,open,residencies,Bulgaria,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/bulgaria/; summary=WOC Online Artist Residency is hosted by the independent art organization World of Co. The mission of World of Co-Artist Residency is to create a platform for exploration and experiments for artists, ",2026-01-19 00:00:00
"The Old School Art Residency Gorna Lipnitsa, Veliko Tarnovo region, Bulgaria",https://oldschoolresidence.com/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Bulgaria,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/bulgaria/; summary=The Old School art residency is the first international artist residency program in Bulgaria and accept artists who create in the field of the visual arts (painting and drawing, wall painting, photogr",2026-01-19 00:00:00
"IMAGO INTERNATIONAL ARTIST RESIDENCY Plovdiv, Bulgaria",https://www.artandculture.today/imago,Residency program,https://air-j.info/en/eu/,A,open,residencies,Bulgaria,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/bulgaria/; summary=IMAGO International Artist Residency is part of the independent platform for contemporary art and culture Art and Culture Today (www.ARTandCulture.today), founded in 2016 by Radoslav Mehandzhiyski and",2026-01-19 00:00:00
"Cabin Studio Pěčice, Czechia",https://studiohrdinu.cz/cs/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Czechia,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/czechia/; summary=Situated in the rural area of Mladá Boleslav region approximately 50 kilometers north outside of Prague, Cabin Studio is a newly emerging international residency. It is run under the patronage of an e",2026-01-19 00:00:00
"ArtMill, Center for Creative Sustainability Horažďovice, Czechia",http://www.artmill.eu,Residency program,https://air-j.info/en/eu/,A,open,residencies,Czechia,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/czechia/; summary=ArtMill is the base of our non-profit organization ArtDialog. Functioning as an alternative cultural space, our Center is a home to an active community of artists, activists, farmers, entrepreneurs an",2026-01-19 00:00:00
"Neiro Association for Expanding Arts Prague, Czechia",https://www.neiro.org/?lang=en,Residency program,https://air-j.info/en/eu/,A,open,residencies,Czechia,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/czechia/; summary=NEIRO Association for Expanding Arts produces and supports exceptional projects of Czech and international artists. Our aim is to present music and art in the international context and in collaboratio,2026-01-19 00:00:00
"The PRÁM Studio Prague, Czechia",http://pramstudio.cz/en/about-us/residential-program/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Czechia,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/czechia/; summary=The PRÁM Studio gathers 12 graduates of the Academy of Fine Arts and the Academy of Arts, Architecture and Design in Prague. Given the unique space of our building, we aim to extend the range of our a",2026-01-19 00:00:00
"Scandinavian Cello School Stevns, Denmark",https://www.scandinaviancelloschool.com/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Denmark,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/denmark/; summary=Scandinavian Cello School is located next to a historic fishing village which features one of Denmark’s oldest harbors. An explosion in interest is due to the unique ethos at the school – achieve a he,2026-01-19 00:00:00
"Malt AIR Ebeltolt, Denmark",https://www.maltair.dk/apply,Residency program,https://air-j.info/en/eu/,A,open,residencies,Denmark,Not specified,unknown,,country_url=https://air-j.info/en/eu/country/denmark/; summary=Malt AIR is a visual arts residency program in Denmark. Malt AIR invites professional artists especially at the beginning of their career from all over the world to participate in a 3-month visual art,2026-01-19 00:00:00
"Foreningen BIRCA Residency Klemensker, Bornholm, Denmark",https://birca.org/en/residencies-2/,Residency program,https://air-j.info/en/eu/,A,open,residencies,Denmark,Not specified,unknown,,"country_url=https://air-j.info/en/eu/country/denmark/; summary=BIRCA is a laboratory for the new ecological performing arts, located in the middle of nature and fields on the island of Bornholm. Here artists get the opportunity to research and develop their ideas",2026-01-19 00:00:00
