org_name,org_website,org_type,source_link,source_type,access_status,opportunity_types_offered,geographic_focus,mediums_supported,estimated_opp_count,priority,notes,date_extracted
Latitude 50,http://www.latitude50.be,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Maison Losseau,https://www.maisonlosseau.be,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Transcultures,http://transcultures.be/,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
deFeniks,http://www.walpurgis.be/v2/block1/de_feniks.php?lan=en&amp;prodID=285,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
GRUUT,https://www.facebook.com/Gruut.theproject,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
25AV,http://25av.eu,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Collège européen des traducteurs littéraires de Seneffe,http://www.traduction-litteraire.com,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Museum Dhondt-Dhaenens,https://museumdd.be/en/research/residentie-van-wassenhove,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Tamat,http://www.tamat.be,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Sustainable Bolivia,http://www.sustainablebolivia.org/art_residency.html,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Kiosko Galería,http://www.kioskogaleria.com,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Residência São João,https://www.residenciasaojoao.com/,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Casa das Caldeiras,http://www.casadascaldeiras.com.br,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Prainha Residência Artística,http://prainharesidencia.blogspot.com.br/p/in-english.html,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Instituto Sacatar,http://www.sacatar.org,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Manifesta Art and Culture,http://www.labverde.com,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Despina,http://www.despina.org,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Barracão Maravilha Arte Contemporânea,http://www.barracaomaravilha.com.br,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Capacete,http://capacete.org/,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Curatoría Forense,http://www.uberbau-house.org,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Casa Na Ilha,https://www.casanailha.org/,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
FAAP,http://www.faap.br/residenciaartistica,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Associação Cultural Videobrasil,http://www.videobrasil.org.br,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Alê Espaço de Arte,https://atelieale.com/,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Context AiR Plovdiv,https://www.plovdiv.bg/en/item/culture/%d0%be%d0%b1%d1%89%d0%b8%d0%bd%d1%81%d0%ba%d0%b0-%d1%80%d0%b5%d0%b7%d0%b8%d0%b4%d0%b5%d0%bd%d1%82%d0%bd%d0%b0-%d0%bf%d1%80%d0%be%d0%b3%d1%80%d0%b0%d0%bc%d0%b0-%d0%bd%d0%b0-%d0%b3%d1%80%d0%b0%d0%b4/,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Pro Rodopi Foundation,http://www.prac.biz,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
The Old School,http://oldschoolresidence.com/,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Pop Art House Osenovlag,https://natureaccess.nl/pop-art-house-ocenovlag-a-european-neighbor-crowd-art-event/,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Gallery In The Garden,http://galeria.sku.to,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Art and Culture Today,https://www.artandculture.today/how-to-apply,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Radar Sofia,http://radarsofia.org/,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Derida Dance Center,http://www.derida-dance.com,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
World of Co,http://www.worldof.co,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Next Page Foundation,https://www.npage.org,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Tsarino,https://www.tsarino.org/,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
IATRUS Residency Program,https://iatrus.art/#on-the-residency,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Banff Centre for Arts and Creativity,http://www.banffcentre.ca,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Ross Creek Centre for the Arts,http://www.artscentre.ca,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Centre d'artistes Vaste et Vague,http://vasteetvague.ca,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Klondike Institute of Art and Culture,http://www.kiac.ca/,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Treehouse Artist Residency,http://treehouseartistresidency.com,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Fogo Island Arts,http://fogoislandarts.ca/,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
CAFKA - Contemporary Art Forum Kitchener and Area,http://www.cafka.org,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Gushul Residency Program,http://www.uleth.ca/finearts/departments/art/gushul-residency-program-artists-and-writers,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Daniel Langlois Foundation,http://www.fondation-langlois.org,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Articule,http://www.articule.org,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Eastern Bloc,http://www.easternbloc.ca/index-en.php,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Ada X,https://www.ada-x.org,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Canadian Centre for Architecture,http://www.cca.qc.ca,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Rustines|Lab,http://www.perte-de-signal.org,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Darling Foundry,http://fonderiedarling.org/en/,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Centre des Arts Contemporains du Québec à Montréal,https://fr-fr.facebook.com/Cacqm,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Summer Literary Seminars,http://www.sumlitsem.org,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Conseil des Arts et des Lettres du Québec,http://www.calq.gouv.qc.ca,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Agence TOPO,http://www.agenceTOPO.qc.ca,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Hidden Creek Arts Centre,https://www.ndac.ca/call-artists-ndac-hidden-creek/,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Ayatana Artists' Research Program,http://www.artayatana.com,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Main & Station Nonesuch,http://hmsnonesuch.com/nonesuch-residencies/,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
Avatar Audio and Electronic Art,http://www.meduse.org/avatar,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
VU PHOTO,http://www.vuphoto.org,,https://www.transartists.org/en/map,A,open,residencies,,,unknown,,LLM-only extraction from TransArtists map listings; org_website is TransArtists listing page.,2026-01-19 00:00:00
